type_of_water_source,town_name,province_name,location_type,number_of_people_served,time_in_queue,results
tap_in_home,Rural,Sokoto,Rural,964,0,
shared_tap,Rural,Akatsi,Rural,1448,22,
well,Rural,Hawassa,Rural,174,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,800,0,
river,Abidjan,Amanzi,Urban,996,19,
river,Rural,Kilimani,Rural,498,8,
tap_in_home_broken,Zuri,Kilimani,Urban,422,0,
tap_in_home,Zanzibar,Hawassa,Urban,320,0,
river,Rural,Sokoto,Rural,412,9,
well,Rural,Amanzi,Rural,338,0,Contaminated: Chemical
well,Bahari,Sokoto,Urban,344,0,Contaminated: Biological
shared_tap,Rural,Sokoto,Rural,3716,30,
tap_in_home,Majengo,Sokoto,Urban,746,0,
shared_tap,Rural,Hawassa,Rural,3470,240,
shared_tap,Rural,Kilimani,Rural,1022,20,
well,Rural,Kilimani,Rural,378,0,Contaminated: Biological
well,Amina,Hawassa,Urban,368,0,Contaminated: Chemical
well,Lusaka,Akatsi,Urban,228,0,Clean
shared_tap,Rural,Sokoto,Rural,3920,240,
well,Rural,Akatsi,Rural,394,0,Clean
tap_in_home_broken,Harare,Kilimani,Urban,620,0,
tap_in_home_broken,Pwani,Amanzi,Urban,994,0,
tap_in_home_broken,Asmara,Amanzi,Urban,906,0,
well,Rural,Akatsi,Rural,174,0,Clean
shared_tap,Rural,Kilimani,Rural,2530,206,
tap_in_home_broken,Harare,Akatsi,Urban,542,0,
well,Rural,Akatsi,Rural,172,0,Contaminated: Biological
shared_tap,Rural,Kilimani,Rural,1638,23,
tap_in_home_broken,Rural,Kilimani,Rural,996,0,
well,Kintampo,Akatsi,Urban,222,0,Contaminated: Biological
well,Rural,Hawassa,Rural,316,0,Contaminated: Biological
well,Kofi,Sokoto,Urban,348,0,Clean
well,Rural,Kilimani,Rural,206,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,168,0,Contaminated: Biological
shared_tap,Rural,Kilimani,Rural,2418,27,
well,Mrembo,Kilimani,Urban,310,0,Contaminated: Chemical
tap_in_home_broken,Serowe,Hawassa,Urban,990,0,
river,Rural,Amanzi,Rural,692,27,
tap_in_home_broken,Lusaka,Akatsi,Urban,558,0,
shared_tap,Zuri,Kilimani,Urban,2610,212,
tap_in_home,Asmara,Amanzi,Urban,954,0,
well,Isiqalo,Kilimani,Urban,338,0,Contaminated: Biological
tap_in_home,Rural,Amanzi,Rural,314,0,
tap_in_home_broken,Ilanga,Sokoto,Urban,878,0,
well,Ilanga,Sokoto,Urban,200,0,Clean
shared_tap,Rural,Akatsi,Rural,1460,22,
tap_in_home,Harare,Kilimani,Urban,728,0,
well,Rural,Hawassa,Rural,344,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,246,0,Clean
well,Mrembo,Kilimani,Urban,286,0,Clean
tap_in_home_broken,Rural,Sokoto,Rural,754,0,
well,Rural,Akatsi,Rural,290,0,Clean
tap_in_home,Zuri,Kilimani,Urban,300,0,
well,Amara,Kilimani,Urban,190,0,Contaminated: Chemical
shared_tap,Rural,Sokoto,Rural,2224,26,
well,Rural,Kilimani,Rural,240,0,Clean
shared_tap,Rural,Kilimani,Rural,614,18,
tap_in_home_broken,Rural,Sokoto,Rural,318,0,
well,Amara,Kilimani,Urban,382,0,Contaminated: Chemical
tap_in_home_broken,Deka,Hawassa,Urban,976,0,
shared_tap,Rural,Kilimani,Rural,1510,22,
shared_tap,Zuri,Kilimani,Urban,2696,218,
well,Rural,Akatsi,Rural,378,0,Clean
tap_in_home,Rural,Sokoto,Rural,770,0,
well,Mrembo,Kilimani,Urban,346,0,Contaminated: Chemical
tap_in_home,Marang,Sokoto,Urban,872,0,
well,Asmara,Amanzi,Urban,290,0,Contaminated: Biological
tap_in_home,Asmara,Amanzi,Urban,316,0,
river,Isiqalo,Kilimani,Urban,752,14,
well,Rural,Sokoto,Rural,216,0,Contaminated: Chemical
well,Mrembo,Kilimani,Urban,258,0,Contaminated: Biological
well,Amina,Amanzi,Urban,242,0,Clean
well,Yaounde,Hawassa,Urban,326,0,Contaminated: Chemical
tap_in_home_broken,Serowe,Hawassa,Urban,936,0,
well,Ilanga,Sokoto,Urban,198,0,Contaminated: Chemical
river,Pwani,Amanzi,Urban,906,27,
shared_tap,Zuri,Kilimani,Urban,2370,194,
well,Marang,Sokoto,Urban,206,0,Contaminated: Biological
well,Rural,Akatsi,Rural,304,0,Clean
tap_in_home,Rural,Akatsi,Rural,614,0,
shared_tap,Asmara,Amanzi,Urban,796,80,
tap_in_home,Zuri,Kilimani,Urban,334,0,
well,Rural,Kilimani,Rural,188,0,Contaminated: Chemical
tap_in_home_broken,Rural,Hawassa,Rural,682,0,
tap_in_home,Rural,Akatsi,Rural,646,0,
well,Majengo,Sokoto,Urban,308,0,Contaminated: Chemical
shared_tap,Ilanga,Sokoto,Urban,3704,240,
tap_in_home,Rural,Sokoto,Rural,810,0,
tap_in_home,Isiqalo,Kilimani,Urban,334,0,
shared_tap,Rural,Sokoto,Rural,2588,28,
well,Rural,Sokoto,Rural,360,0,Clean
well,Harare,Kilimani,Urban,358,0,Contaminated: Biological
tap_in_home_broken,Pwani,Amanzi,Urban,544,0,
well,Rural,Amanzi,Rural,248,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,170,0,Contaminated: Chemical
tap_in_home,Rural,Sokoto,Rural,788,0,
shared_tap,Rural,Akatsi,Rural,1032,20,
tap_in_home,Pwani,Amanzi,Urban,504,0,
tap_in_home_broken,Amina,Amanzi,Urban,764,0,
shared_tap,Rural,Amanzi,Rural,448,55,
tap_in_home,Rural,Sokoto,Rural,718,0,
tap_in_home_broken,Rural,Kilimani,Rural,916,0,
well,Rural,Sokoto,Rural,308,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,3776,240,
tap_in_home_broken,Rural,Sokoto,Rural,416,0,
tap_in_home_broken,Harare,Akatsi,Urban,808,0,
well,Rural,Akatsi,Rural,232,0,Clean
tap_in_home,Rural,Kilimani,Rural,420,0,
well,Kintampo,Akatsi,Urban,316,0,Contaminated: Biological
well,Rural,Kilimani,Rural,326,0,Contaminated: Chemical
tap_in_home,Rural,Hawassa,Rural,630,0,
well,Rural,Akatsi,Rural,348,0,Clean
well,Mrembo,Kilimani,Urban,200,0,Clean
tap_in_home_broken,Rural,Sokoto,Rural,902,0,
well,Rural,Kilimani,Rural,308,0,Contaminated: Chemical
tap_in_home,Rural,Kilimani,Rural,350,0,
river,Rural,Akatsi,Rural,500,28,
shared_tap,Pwani,Amanzi,Urban,630,18,
well,Rural,Akatsi,Rural,364,0,Contaminated: Biological
well,Rural,Kilimani,Rural,214,0,Contaminated: Biological
well,Rural,Amanzi,Rural,338,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,272,0,Clean
well,Rural,Sokoto,Rural,284,0,Contaminated: Chemical
tap_in_home,Marang,Sokoto,Urban,628,0,
well,Rural,Sokoto,Rural,238,0,Contaminated: Biological
well,Rural,Hawassa,Rural,342,0,Contaminated: Biological
river,Rural,Hawassa,Rural,654,20,
well,Zanzibar,Hawassa,Urban,290,0,Contaminated: Chemical
tap_in_home_broken,Rural,Kilimani,Rural,320,0,
well,Isiqalo,Kilimani,Urban,256,0,Contaminated: Biological
tap_in_home,Asmara,Amanzi,Urban,372,0,
tap_in_home_broken,Amina,Amanzi,Urban,750,0,
river,Rural,Sokoto,Rural,928,8,
tap_in_home,Rural,Hawassa,Rural,884,0,
tap_in_home,Rural,Sokoto,Rural,932,0,
tap_in_home,Dahabu,Amanzi,Urban,590,0,
well,Rural,Kilimani,Rural,398,0,Clean
shared_tap,Rural,Akatsi,Rural,606,67,
well,Rural,Akatsi,Rural,240,0,Contaminated: Biological
well,Serowe,Hawassa,Urban,238,0,Clean
shared_tap,Rural,Amanzi,Rural,2710,28,
well,Rural,Akatsi,Rural,258,0,Clean
well,Rural,Sokoto,Rural,318,0,Contaminated: Biological
tap_in_home,Kintampo,Akatsi,Urban,350,0,
well,Kofi,Sokoto,Urban,248,0,Contaminated: Chemical
well,Djenne,Hawassa,Urban,302,0,Contaminated: Biological
well,Djenne,Hawassa,Urban,198,0,Contaminated: Biological
well,Rural,Akatsi,Rural,396,0,Clean
shared_tap,Zuri,Kilimani,Urban,2784,224,
well,Rural,Kilimani,Rural,264,0,Contaminated: Biological
well,Cheche,Sokoto,Urban,374,0,Clean
tap_in_home,Rural,Hawassa,Rural,980,0,
river,Rural,Sokoto,Rural,944,11,
tap_in_home_broken,Lusaka,Akatsi,Urban,996,0,
well,Rural,Akatsi,Rural,372,0,Clean
well,Harare,Kilimani,Urban,368,0,Clean
shared_tap,Zuri,Kilimani,Urban,2012,168,
tap_in_home,Bello,Amanzi,Urban,752,0,
well,Rural,Akatsi,Rural,240,0,Clean
well,Rural,Sokoto,Rural,390,0,Clean
well,Rural,Akatsi,Rural,184,0,Contaminated: Chemical
tap_in_home,Majengo,Sokoto,Urban,504,0,
well,Rural,Hawassa,Rural,386,0,Contaminated: Biological
tap_in_home_broken,Yaounde,Hawassa,Urban,828,0,
shared_tap,Rural,Kilimani,Rural,3864,30,
well,Yaounde,Hawassa,Urban,380,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,848,0,
well,Zanzibar,Hawassa,Urban,376,0,Contaminated: Biological
well,Lusaka,Akatsi,Urban,238,0,Contaminated: Chemical
well,Majengo,Sokoto,Urban,372,0,Clean
well,Rural,Kilimani,Rural,298,0,Contaminated: Chemical
tap_in_home,Rural,Akatsi,Rural,538,0,
well,Rural,Kilimani,Rural,336,0,Contaminated: Chemical
tap_in_home_broken,Rural,Kilimani,Rural,680,0,
shared_tap,Rural,Amanzi,Rural,2586,28,
well,Rural,Akatsi,Rural,392,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,3376,30,
tap_in_home_broken,Rural,Akatsi,Rural,840,0,
tap_in_home,Majengo,Sokoto,Urban,498,0,
well,Rural,Sokoto,Rural,308,0,Contaminated: Chemical
tap_in_home_broken,Abidjan,Amanzi,Urban,906,0,
well,Rural,Kilimani,Rural,358,0,Contaminated: Biological
well,Rural,Sokoto,Rural,394,0,Contaminated: Biological
tap_in_home,Rural,Amanzi,Rural,784,0,
tap_in_home_broken,Ilanga,Sokoto,Urban,328,0,
tap_in_home,Dahabu,Amanzi,Urban,584,0,
tap_in_home,Kintampo,Akatsi,Urban,342,0,
well,Rural,Hawassa,Rural,298,0,Contaminated: Chemical
tap_in_home,Lusaka,Akatsi,Urban,622,0,
well,Harare,Akatsi,Urban,160,0,Clean
shared_tap,Zuri,Kilimani,Urban,1474,129,
well,Rural,Akatsi,Rural,236,0,Contaminated: Chemical
tap_in_home_broken,Rural,Kilimani,Rural,730,0,
tap_in_home,Rural,Akatsi,Rural,464,0,
tap_in_home,Ilanga,Sokoto,Urban,416,0,
tap_in_home_broken,Pwani,Amanzi,Urban,944,0,
tap_in_home,Rural,Hawassa,Rural,876,0,
well,Amina,Amanzi,Urban,338,0,Contaminated: Chemical
well,Rural,Amanzi,Rural,316,0,Clean
tap_in_home_broken,Rural,Hawassa,Rural,796,0,
tap_in_home_broken,Rural,Amanzi,Rural,848,0,
river,Kofi,Sokoto,Urban,532,29,
river,Rural,Sokoto,Rural,968,13,
well,Rural,Amanzi,Rural,242,0,Contaminated: Biological
well,Asmara,Amanzi,Urban,344,0,Contaminated: Biological
river,Rural,Akatsi,Rural,676,9,
well,Rural,Akatsi,Rural,280,0,Clean
river,Ilanga,Sokoto,Urban,468,28,
well,Rural,Kilimani,Rural,172,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,318,0,Contaminated: Chemical
shared_tap,Abidjan,Amanzi,Urban,1064,20,
well,Ilanga,Sokoto,Urban,164,0,Contaminated: Biological
well,Rural,Hawassa,Rural,300,0,Contaminated: Chemical
well,Kintampo,Akatsi,Urban,360,0,Clean
tap_in_home_broken,Asmara,Amanzi,Urban,698,0,
well,Rural,Akatsi,Rural,296,0,Contaminated: Chemical
tap_in_home,Lusaka,Akatsi,Urban,864,0,
well,Amina,Hawassa,Urban,292,0,Contaminated: Biological
river,Majengo,Sokoto,Urban,986,29,
shared_tap,Dahabu,Amanzi,Urban,414,53,
river,Rural,Sokoto,Rural,414,19,
tap_in_home_broken,Zuri,Kilimani,Urban,436,0,
well,Rural,Kilimani,Rural,266,0,Contaminated: Biological
tap_in_home_broken,Zuri,Kilimani,Urban,566,0,
well,Mrembo,Kilimani,Urban,324,0,Contaminated: Biological
well,Harare,Akatsi,Urban,354,0,Clean
tap_in_home,Marang,Sokoto,Urban,356,0,
well,Rural,Kilimani,Rural,356,0,Contaminated: Chemical
tap_in_home_broken,Harare,Kilimani,Urban,352,0,
well,Rural,Hawassa,Rural,374,0,Contaminated: Chemical
well,Amina,Hawassa,Urban,378,0,Contaminated: Biological
tap_in_home,Yaounde,Hawassa,Urban,402,0,
well,Rural,Hawassa,Rural,344,0,Contaminated: Biological
well,Rural,Kilimani,Rural,202,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,3006,30,
tap_in_home,Harare,Kilimani,Urban,492,0,
tap_in_home_broken,Rural,Hawassa,Rural,616,0,
river,Rural,Sokoto,Rural,508,10,
well,Rural,Akatsi,Rural,262,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,242,0,Contaminated: Chemical
tap_in_home_broken,Kintampo,Akatsi,Urban,316,0,
well,Rural,Sokoto,Rural,240,0,Contaminated: Biological
river,Rural,Akatsi,Rural,630,9,
shared_tap,Rural,Hawassa,Rural,3786,240,
shared_tap,Rural,Akatsi,Rural,2344,192,
river,Harare,Kilimani,Urban,432,25,
well,Rural,Kilimani,Rural,308,0,Contaminated: Chemical
tap_in_home,Majengo,Sokoto,Urban,740,0,
tap_in_home_broken,Harare,Akatsi,Urban,930,0,
river,Rural,Kilimani,Rural,860,10,
well,Rural,Kilimani,Rural,186,0,Contaminated: Biological
well,Rural,Akatsi,Rural,314,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,364,0,Contaminated: Chemical
shared_tap,Dahabu,Amanzi,Urban,2542,28,
well,Rural,Kilimani,Rural,212,0,Clean
shared_tap,Rural,Sokoto,Rural,2712,29,
well,Rural,Akatsi,Rural,236,0,Contaminated: Biological
river,Rural,Sokoto,Rural,618,23,
shared_tap,Rural,Akatsi,Rural,3250,240,
tap_in_home_broken,Rural,Sokoto,Rural,836,0,
well,Rural,Hawassa,Rural,318,0,Contaminated: Chemical
tap_in_home,Isiqalo,Kilimani,Urban,898,0,
tap_in_home_broken,Amina,Amanzi,Urban,330,0,
well,Zuri,Kilimani,Urban,216,0,Contaminated: Biological
shared_tap,Zuri,Kilimani,Urban,1676,144,
well,Rural,Sokoto,Rural,376,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,3876,30,
well,Rural,Sokoto,Rural,396,0,Contaminated: Biological
tap_in_home,Asmara,Amanzi,Urban,700,0,
well,Cheche,Sokoto,Urban,360,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,198,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,312,0,Contaminated: Biological
tap_in_home_broken,Lusaka,Akatsi,Urban,852,0,
tap_in_home_broken,Rural,Kilimani,Rural,600,0,
tap_in_home,Kofi,Sokoto,Urban,556,0,
well,Amara,Kilimani,Urban,392,0,Clean
shared_tap,Zanzibar,Hawassa,Urban,3172,240,
well,Rural,Akatsi,Rural,356,0,Clean
tap_in_home,Mrembo,Kilimani,Urban,422,0,
tap_in_home,Lusaka,Akatsi,Urban,446,0,
tap_in_home_broken,Rural,Amanzi,Rural,822,0,
well,Rural,Akatsi,Rural,288,0,Clean
shared_tap,Rural,Akatsi,Rural,3604,240,
shared_tap,Rural,Kilimani,Rural,2632,28,
tap_in_home_broken,Rural,Hawassa,Rural,334,0,
tap_in_home,Mrembo,Kilimani,Urban,836,0,
well,Ilanga,Sokoto,Urban,176,0,Contaminated: Biological
tap_in_home,Lusaka,Akatsi,Urban,902,0,
tap_in_home,Kintampo,Akatsi,Urban,366,0,
river,Rural,Sokoto,Rural,794,10,
tap_in_home,Marang,Sokoto,Urban,556,0,
tap_in_home_broken,Pwani,Amanzi,Urban,616,0,
tap_in_home_broken,Rural,Sokoto,Rural,976,0,
well,Isiqalo,Kilimani,Urban,284,0,Contaminated: Biological
well,Rural,Kilimani,Rural,160,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,422,17,
well,Djenne,Hawassa,Urban,218,0,Contaminated: Chemical
shared_tap,Majengo,Sokoto,Urban,504,59,
well,Rural,Akatsi,Rural,270,0,Contaminated: Chemical
tap_in_home_broken,Rural,Sokoto,Rural,616,0,
well,Rural,Kilimani,Rural,300,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,570,19,
river,Rural,Sokoto,Rural,598,29,
tap_in_home,Mrembo,Kilimani,Urban,354,0,
well,Rural,Kilimani,Rural,232,0,Clean
shared_tap,Rural,Kilimani,Rural,1908,24,
shared_tap,Kofi,Sokoto,Urban,1530,134,
tap_in_home,Harare,Kilimani,Urban,564,0,
well,Rural,Akatsi,Rural,298,0,Contaminated: Chemical
shared_tap,Zuri,Kilimani,Urban,1730,148,
well,Bahari,Sokoto,Urban,250,0,Contaminated: Chemical
well,Mrembo,Kilimani,Urban,330,0,Contaminated: Chemical
river,Majengo,Sokoto,Urban,604,20,
well,Lusaka,Akatsi,Urban,186,0,Clean
well,Rural,Hawassa,Rural,358,0,Contaminated: Biological
well,Amina,Amanzi,Urban,320,0,Contaminated: Chemical
well,Harare,Akatsi,Urban,366,0,Clean
tap_in_home_broken,Abidjan,Amanzi,Urban,926,0,
tap_in_home_broken,Harare,Akatsi,Urban,314,0,
tap_in_home,Kintampo,Akatsi,Urban,654,0,
shared_tap,Rural,Sokoto,Rural,3394,30,
well,Rural,Akatsi,Rural,246,0,Clean
tap_in_home_broken,Lusaka,Akatsi,Urban,486,0,
tap_in_home_broken,Amina,Amanzi,Urban,604,0,
shared_tap,Rural,Sokoto,Rural,3786,240,
well,Rural,Akatsi,Rural,174,0,Contaminated: Chemical
well,Deka,Hawassa,Urban,176,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,2234,185,
tap_in_home,Rural,Kilimani,Rural,356,0,
tap_in_home,Marang,Sokoto,Urban,820,0,
tap_in_home,Rural,Hawassa,Rural,748,0,
well,Rural,Sokoto,Rural,206,0,Contaminated: Chemical
tap_in_home_broken,Amara,Kilimani,Urban,860,0,
shared_tap,Rural,Kilimani,Rural,1048,20,
shared_tap,Rural,Kilimani,Rural,2754,222,
well,Mrembo,Kilimani,Urban,254,0,Clean
tap_in_home,Rural,Sokoto,Rural,842,0,
well,Rural,Kilimani,Rural,384,0,Contaminated: Biological
well,Rural,Amanzi,Rural,354,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,234,0,Contaminated: Chemical
river,Rural,Kilimani,Rural,904,14,
well,Rural,Akatsi,Rural,332,0,Clean
well,Rural,Akatsi,Rural,318,0,Contaminated: Chemical
tap_in_home,Harare,Akatsi,Urban,798,0,
well,Rural,Hawassa,Rural,344,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,256,0,Clean
well,Harare,Kilimani,Urban,382,0,Clean
well,Rural,Sokoto,Rural,238,0,Contaminated: Biological
well,Rural,Sokoto,Rural,316,0,Contaminated: Chemical
tap_in_home_broken,Rural,Hawassa,Rural,368,0,
tap_in_home_broken,Kintampo,Akatsi,Urban,492,0,
tap_in_home,Asmara,Amanzi,Urban,730,0,
well,Rural,Kilimani,Rural,368,0,Contaminated: Biological
shared_tap,Pwani,Amanzi,Urban,3156,240,
shared_tap,Rural,Akatsi,Rural,238,16,
shared_tap,Amina,Hawassa,Urban,3264,240,
well,Rural,Hawassa,Rural,378,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,380,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,162,0,Clean
shared_tap,Rural,Amanzi,Rural,1002,95,
well,Serowe,Hawassa,Urban,286,0,Clean
well,Mrembo,Kilimani,Urban,328,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,236,0,Clean
well,Harare,Akatsi,Urban,222,0,Clean
well,Majengo,Sokoto,Urban,266,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,212,0,Contaminated: Biological
well,Serowe,Hawassa,Urban,364,0,Clean
well,Rural,Sokoto,Rural,278,0,Clean
well,Rural,Amanzi,Rural,322,0,Contaminated: Chemical
well,Lusaka,Akatsi,Urban,240,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,1150,106,
river,Kofi,Sokoto,Urban,486,9,
river,Ilanga,Sokoto,Urban,518,13,
tap_in_home_broken,Mrembo,Kilimani,Urban,972,0,
tap_in_home_broken,Rural,Akatsi,Rural,752,0,
shared_tap,Rural,Akatsi,Rural,1168,107,
tap_in_home_broken,Rural,Sokoto,Rural,690,0,
well,Deka,Hawassa,Urban,204,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,1518,22,
well,Rural,Akatsi,Rural,298,0,Clean
well,Harare,Kilimani,Urban,306,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,774,18,
tap_in_home,Lusaka,Akatsi,Urban,366,0,
tap_in_home_broken,Rural,Kilimani,Rural,978,0,
well,Rural,Sokoto,Rural,340,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,190,0,Contaminated: Chemical
river,Majengo,Sokoto,Urban,998,15,
tap_in_home,Harare,Akatsi,Urban,374,0,
tap_in_home,Asmara,Amanzi,Urban,932,0,
tap_in_home,Rural,Akatsi,Rural,316,0,
well,Rural,Amanzi,Rural,370,0,Contaminated: Biological
well,Harare,Kilimani,Urban,264,0,Contaminated: Biological
tap_in_home,Rural,Hawassa,Rural,686,0,
tap_in_home_broken,Kofi,Sokoto,Urban,852,0,
tap_in_home,Rural,Kilimani,Rural,736,0,
tap_in_home,Rural,Sokoto,Rural,860,0,
well,Rural,Amanzi,Rural,210,0,Clean
shared_tap,Rural,Kilimani,Rural,3420,240,
shared_tap,Rural,Akatsi,Rural,854,85,
tap_in_home,Ilanga,Sokoto,Urban,492,0,
well,Rural,Hawassa,Rural,368,0,Contaminated: Biological
shared_tap,Rural,Sokoto,Rural,2318,26,
tap_in_home,Rural,Akatsi,Rural,700,0,
well,Kofi,Sokoto,Urban,356,0,Clean
well,Rural,Akatsi,Rural,204,0,Clean
well,Rural,Hawassa,Rural,188,0,Contaminated: Chemical
river,Rural,Kilimani,Rural,912,16,
shared_tap,Rural,Sokoto,Rural,620,18,
well,Rural,Sokoto,Rural,376,0,Contaminated: Biological
tap_in_home_broken,Majengo,Sokoto,Urban,410,0,
shared_tap,Rural,Kilimani,Rural,1904,161,
tap_in_home,Harare,Kilimani,Urban,940,0,
well,Lusaka,Akatsi,Urban,182,0,Contaminated: Biological
tap_in_home,Asmara,Amanzi,Urban,696,0,
tap_in_home,Dahabu,Amanzi,Urban,648,0,
well,Kintampo,Akatsi,Urban,196,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,954,0,
tap_in_home,Harare,Akatsi,Urban,638,0,
well,Rural,Hawassa,Rural,262,0,Contaminated: Chemical
tap_in_home_broken,Rural,Akatsi,Rural,962,0,
well,Rural,Hawassa,Rural,232,0,Contaminated: Biological
river,Rural,Sokoto,Rural,556,22,
shared_tap,Rural,Sokoto,Rural,1340,21,
well,Harare,Kilimani,Urban,204,0,Contaminated: Biological
tap_in_home,Cheche,Sokoto,Urban,458,0,
well,Lusaka,Akatsi,Urban,218,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,336,0,Contaminated: Biological
well,Rural,Akatsi,Rural,262,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,336,0,Contaminated: Chemical
tap_in_home_broken,Deka,Hawassa,Urban,334,0,
well,Mrembo,Kilimani,Urban,224,0,Clean
tap_in_home,Pwani,Amanzi,Urban,502,0,
well,Rural,Amanzi,Rural,170,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,270,0,Contaminated: Chemical
tap_in_home_broken,Rural,Sokoto,Rural,906,0,
well,Rural,Akatsi,Rural,262,0,Clean
tap_in_home_broken,Asmara,Amanzi,Urban,798,0,
tap_in_home,Asmara,Amanzi,Urban,864,0,
tap_in_home,Rural,Hawassa,Rural,976,0,
tap_in_home_broken,Djenne,Hawassa,Urban,392,0,
tap_in_home,Rural,Akatsi,Rural,620,0,
tap_in_home,Dahabu,Amanzi,Urban,896,0,
shared_tap,Rural,Hawassa,Rural,3998,30,
shared_tap,Rural,Amanzi,Rural,518,60,
well,Kintampo,Akatsi,Urban,294,0,Contaminated: Chemical
tap_in_home_broken,Rural,Hawassa,Rural,730,0,
shared_tap,Amina,Hawassa,Urban,3874,30,
tap_in_home,Bello,Amanzi,Urban,516,0,
well,Amina,Hawassa,Urban,342,0,Contaminated: Biological
well,Rural,Akatsi,Rural,176,0,Clean
well,Kintampo,Akatsi,Urban,160,0,Clean
tap_in_home_broken,Amina,Hawassa,Urban,520,0,
shared_tap,Abidjan,Amanzi,Urban,3544,30,
tap_in_home_broken,Rural,Kilimani,Rural,796,0,
shared_tap,Rural,Akatsi,Rural,1030,97,
tap_in_home_broken,Rural,Amanzi,Rural,930,0,
well,Rural,Sokoto,Rural,170,0,Contaminated: Chemical
tap_in_home_broken,Lusaka,Akatsi,Urban,386,0,
tap_in_home_broken,Rural,Hawassa,Rural,348,0,
tap_in_home_broken,Rural,Hawassa,Rural,940,0,
tap_in_home,Rural,Kilimani,Rural,716,0,
tap_in_home_broken,Harare,Akatsi,Urban,422,0,
tap_in_home,Rural,Amanzi,Rural,708,0,
well,Isiqalo,Kilimani,Urban,298,0,Clean
well,Rural,Kilimani,Rural,230,0,Contaminated: Biological
well,Rural,Akatsi,Rural,376,0,Contaminated: Chemical
tap_in_home,Rural,Hawassa,Rural,994,0,
well,Rural,Hawassa,Rural,386,0,Contaminated: Biological
well,Isiqalo,Kilimani,Urban,166,0,Contaminated: Biological
tap_in_home,Ilanga,Sokoto,Urban,654,0,
shared_tap,Rural,Kilimani,Rural,534,61,
tap_in_home_broken,Rural,Sokoto,Rural,404,0,
river,Rural,Akatsi,Rural,948,7,
river,Rural,Sokoto,Rural,884,6,
shared_tap,Rural,Sokoto,Rural,200,37,
well,Ilanga,Sokoto,Urban,390,0,Contaminated: Biological
tap_in_home_broken,Mrembo,Kilimani,Urban,546,0,
river,Rural,Hawassa,Rural,682,14,
well,Rural,Hawassa,Rural,252,0,Contaminated: Biological
well,Rural,Akatsi,Rural,386,0,Contaminated: Chemical
shared_tap,Abidjan,Amanzi,Urban,3360,240,
well,Bahari,Sokoto,Urban,360,0,Clean
tap_in_home,Rural,Akatsi,Rural,526,0,
well,Mrembo,Kilimani,Urban,218,0,Contaminated: Biological
shared_tap,Rural,Kilimani,Rural,776,18,
river,Lusaka,Akatsi,Urban,620,9,
well,Rural,Akatsi,Rural,188,0,Clean
well,Rural,Sokoto,Rural,312,0,Clean
tap_in_home,Ilanga,Sokoto,Urban,340,0,
well,Rural,Akatsi,Rural,314,0,Contaminated: Biological
well,Rural,Amanzi,Rural,342,0,Contaminated: Biological
well,Asmara,Amanzi,Urban,214,0,Clean
tap_in_home_broken,Amina,Amanzi,Urban,906,0,
river,Marang,Sokoto,Urban,686,13,
well,Rural,Akatsi,Rural,230,0,Clean
shared_tap,Rural,Sokoto,Rural,3172,240,
tap_in_home_broken,Asmara,Amanzi,Urban,302,0,
tap_in_home,Harare,Akatsi,Urban,672,0,
river,Amina,Amanzi,Urban,466,11,
well,Rural,Akatsi,Rural,348,0,Clean
river,Rural,Kilimani,Rural,968,22,
shared_tap,Rural,Kilimani,Rural,3186,240,
tap_in_home,Amara,Kilimani,Urban,840,0,
shared_tap,Rural,Akatsi,Rural,2652,215,
